"","college_Player","college_G","college_GS","college_MP","college_FG","college_FGA","college_FG.","college_2P","college_2PA","college_2P.","college_3P","college_3PA","college_3P.","college_FT","college_FTA","college_FT.","college_ORB","college_DRB","college_TRB","college_AST","college_STL","college_BLK","college_TOV","college_PF","college_PTS","college_Team","nba_G","nba_MP","nba_PER","nba_OWS","nba_DWS","nba_WS","nba_WS.48","nba_OBPM","nba_DBPM","nba_BPM","nba_VORP"
"596","Steven Adams",17,17,24.3,2.9,5.4,0.543,2.9,5.4,0.543,0,0,NA,1,2.1,0.472,2.5,3.6,6.1,0.6,0.6,2.2,1.1,1.7,6.9,"pittsburgh",73.5,1976.5,16.5,3.525,2.6125,6.1625,0.1455,-0.1125,0.2875,0.1625,1.1625
"597","T.J. McConnell",17,16.75,32.4,4.175,8.7,0.48375,3.2,6.025,0.53325,0.975,2.675,0.37075,1.275,1.65,0.76675,0.775,3.025,3.775,5.1,2.225,0.2,1.85,1.95,10.625,"duquesne",75.6666666666667,1672.83333333333,14.5833333333333,1.46666666666667,1.98333333333333,3.41666666666667,0.0988333333333333,-1.21666666666667,1.03333333333333,-0.2,0.733333333333333
"598","Tacko Fall",15,14,22.8,3.625,5.125,0.711,3.625,5.125,0.7125,0,0.025,NA,1.25,2.925,0.43475,2.675,4.25,6.875,0.4,0.275,2.075,2.3,2.475,8.475,"central-florida",13,84.5,24,0.15,0.2,0.35,0.2,-0.65,4.45,3.85,0.1
"599","Tahjere McCall",14.5,14,33.1,5.3,11,0.48,4.7,9.25,0.5105,0.6,1.75,0.3125,5.35,7.35,0.73,1.45,3.55,5,4.3,2.6,0.3,3.35,3.2,16.5,"tennessee-state",1,8,9.6,0,0,0,0.055,-6,-0.6,-6.6,0
"600","Talen Horton-Tucker",18,17,25.6,3.7,9.6,0.387,2.3,5.4,0.429,1.4,4.2,0.333,1,1.8,0.563,0.6,3.6,4.2,2.1,1.1,0.4,1.6,2.4,9.8,"iowa-state",35.5,692.5,12.6,-0.05,1.2,1.1,0.074,-3.3,1.75,-1.65,0.15
"601","Tarik Black",16,8,21.95,3.725,5.975,0.63675,3.725,5.975,0.64,0,0.025,NA,1.825,3.275,0.545,2.175,2.7,4.875,0.3,0.625,1.15,1.225,3.075,9.3,"memphis",47.1666666666667,752.5,14.0333333333333,1.11666666666667,0.65,1.8,0.113166666666667,-2.13333333333333,-0.583333333333333,-2.73333333333333,-0.1
"602","Tariq Owens",17.5,10.5,17.3,2.05,3.45,0.5135,1.9,3,0.549,0.1,0.45,NA,1.1,1.45,0.675,1.65,2.15,3.8,0.45,0.4,1.45,0.75,2.45,5.25,"texas-tech",3,15,8.4,0,0,0,0.021,-3.1,-2.7,-5.8,0
"603","Taurean Prince",15.5,5,19.65,3.575,7.85,0.4575,2.525,4.95,0.49975,1.1,2.9,0.3705,1.7,2.375,0.71375,1.425,2.45,3.925,0.975,0.875,0.475,1.625,2.075,9.975,"baylor",48.8571428571429,1237.71428571429,11.3714285714286,-0.128571428571429,1.14285714285714,1.02857142857143,0.0451428571428571,-1.72857142857143,-0.185714285714286,-1.92857142857143,0.0285714285714286
"604","Terance Mann",17.75,12.25,26.25,3.275,6.325,0.52625,2.775,5.025,0.56125,0.475,1.3,0.34975,1.975,2.95,0.647,1.925,2.9,4.825,1.975,0.825,0.2,1.225,2.175,8.95,"florida-state",54,812.5,12.2,1.4,0.85,2.25,0.1235,-1.6,0.75,-0.85,0.3
"605","Terence Davis",16.75,11.25,22.975,4.025,9.55,0.42375,2.775,5.575,0.506,1.225,4,0.306,2.05,2.875,0.6655,1.075,3.6,4.675,1.75,1.125,0.4,1.575,2.675,11.325,"mississippi",48.5,839.25,12.9,0.325,0.85,1.2,0.05825,-0.675,-0.475,-1.1,0.25
"606","Terrence Jones",16,14,30.65,5.45,11.2,0.496,5.05,9.65,0.528,0.4,1.5,0.254,3.95,5.7,0.6825,2.85,5.1,7.95,1.45,1.2,1.9,1.85,2.35,15.2,"kentucky",36,854,10.75,1.0125,1.1,2.125,-0.03425,-4.75,-0.2125,-4.975,0.525
"607","Terrence Ross",17.5,9,24.75,4.4,10.2,0.431,2.8,5.4,0.515,1.65,4.8,0.3455,1.2,1.8,0.6525,1.2,3.7,4.9,1.15,1.1,0.65,1.5,2.5,11.75,"washington",62.2727272727273,1557.54545454545,12.5818181818182,1,1.41818181818182,2.41818181818182,0.068,-0.554545454545454,-0.318181818181818,-0.9,0.554545454545455
"608","Terrence Williams",16.5,9.5,23.625,2.65,6.725,0.38125,2.2,5.175,0.41875,0.475,1.575,0.2515,2.25,3.05,0.7435,0.975,3.3,4.25,1.925,0.85,0.2,1.9,2.325,8.025,"charlotte",18,285.428571428571,9.97142857142857,-0.257142857142857,0.214285714285714,-0.0285714285714286,-0.0242857142857143,-3.17142857142857,-0.785714285714286,-3.92857142857143,-0.0571428571428571
"609","Terry Rozier",18,11.5,28.85,4.6,11.35,0.4095,3.25,7.55,0.435,1.3,3.85,0.3585,2.35,3.05,0.766,1,3.15,4.15,2.55,1.65,0.05,1.35,1.8,12.9,"louisville",67.3333333333333,1663.33333333333,12.6333333333333,1.28333333333333,1.75,3.01666666666667,0.0656666666666667,-0.516666666666667,-0.216666666666667,-0.733333333333333,0.966666666666667
"610","Theo Pinson",14.25,6,19.875,2.125,4.75,0.43275,1.75,3.375,0.5115,0.375,1.375,0.281,1.225,1.675,0.6715,1.275,3,4.275,2.9,0.675,0.15,1.125,1.675,5.85,"north-carolina",22.6666666666667,203.333333333333,1.73333333333333,-0.466666666666667,0.2,-0.233333333333333,-0.093,-7.86666666666667,-0.766666666666667,-8.63333333333333,-0.233333333333333
"611","Thomas Bryant",18,18,25.8,4.8,8.1,0.6075,4.3,6.95,0.6295,0.45,1.2,0.5755,2.4,3.4,0.698,2.3,4.05,6.4,1.15,0.55,1.1,2.2,3.3,12.45,"indiana",35.75,746.5,17.675,2.025,0.6,2.65,0.14075,0.875,-0.45,0.45,0.725
"612","Thomas Robinson",15,9,22.45,4.95,8.9,0.576,4.85,8.7,0.5785,0.1,0.2,NA,2.9,4.55,0.6255,2.4,6.6,9,1.05,0.6,0.8,2.2,2.5,12.9,"kansas",48.5555555555556,673.111111111111,13.8888888888889,-0.188888888888889,0.844444444444444,0.655555555555556,0.0533333333333333,-2.78888888888889,-0.566666666666667,-3.35555555555556,-0.266666666666667
"613","Thomas Welsh",18,13,25.15,3.9,7.225,0.53475,3.525,6.225,0.55375,0.375,1.025,NA,0.875,1.1,0.775,2.45,5.4,7.825,0.725,0.3,0.925,0.525,2.375,9.025,"ucla",11,36,16.1,0.1,0,0.1,0.162,2.2,-1.1,1.2,0
"614","Tim Frazier",18,17.6666666666667,34.9,4.46666666666667,10.8333333333333,0.405666666666667,3.93333333333333,8.86666666666667,0.432333333333333,0.566666666666667,1.96666666666667,0.291666666666667,3.6,4.36666666666667,0.824666666666667,0.933333333333333,3.36666666666667,4.3,5.06666666666667,1.56666666666667,0.133333333333333,2.9,2.9,13.1333333333333,"penn-state",30.6153846153846,536.923076923077,10.2692307692308,0.292307692307692,0.423076923076923,0.715384615384615,0.0333846153846154,-3.26153846153846,-0.423076923076923,-3.66923076923077,-0.0538461538461538
"615","Tim Quarterman",17.6666666666667,7.33333333333333,24.4666666666667,2.53333333333333,6.63333333333333,0.348,1.6,3.46666666666667,0.422666666666667,0.933333333333333,3.13333333333333,0.264,1.86666666666667,2.66666666666667,0.641,1.13333333333333,2.56666666666667,3.66666666666667,3.06666666666667,0.9,0.4,1.83333333333333,2.06666666666667,7.86666666666667,"louisiana-state",9.5,46.5,6.55,-0.05,0.05,-0.05,-0.0635,-5.25,-1.05,-6.25,0
"616","Tobias Harris",16,16,30,5.4,12.1,0.443,4.6,9.8,0.471,0.8,2.3,0.324,3.2,4.3,0.75,2.1,5.8,7.9,1.3,0.7,0.9,1.8,2.1,14.7,"tennessee",54.0555555555556,1689,16.6166666666667,2.51111111111111,1.67777777777778,4.19444444444444,0.115555555555556,1.17777777777778,-0.272222222222222,0.9,1.38888888888889
"617","Tony Bradley",16,0,13.8,2.4,4.2,0.582,2.4,4.2,0.582,0,0,NA,1.2,2.1,0.576,2,2.6,4.6,0.4,0.3,0.6,0.6,2,6.1,"north-carolina",25.6666666666667,349.333333333333,18.8333333333333,0.966666666666667,0.533333333333333,1.48333333333333,0.165,-0.283333333333333,-1,-1.3,0.3
"618","Tony Mitchell",15,13.75,31.75,5.1,10.775,0.47325,4.25,8,0.5255,0.875,2.775,0.3235,2.45,3.475,0.68975,2.425,5.825,8.25,1.3,1.175,2.1,2.225,2.75,13.5,"north-texas",12,44.5,24.5,0.05,0.05,0.15,0.1965,4.75,0.8,5.5,0
"619","Tony Parker",17.5,7,17.625,3.15,5.825,0.54375,3.15,5.825,0.54375,0,0,NA,1.65,3.175,0.48975,1.825,2.6,4.4,0.225,0.4,0.725,1.05,2.9,8,"ucla",65.1111111111111,1801.77777777778,17.4888888888889,3.33333333333333,1.76666666666667,5.07777777777778,0.124777777777778,0.9,-0.922222222222222,-0.0444444444444444,1.13333333333333
"620","Tony Snell",15,12,26.5,2.93333333333333,7.2,0.399666666666667,1.36666666666667,2.93333333333333,0.44,1.56666666666667,4.23333333333333,0.373666666666667,1.43333333333333,1.76666666666667,0.788,0.4,2.26666666666667,2.7,2.33333333333333,0.466666666666667,0.4,1.53333333333333,1.2,8.83333333333333,"new-mexico",68.5,1533.75,9.0875,1.2,1.0625,2.25,0.0725,-1.625,-0.25,-1.875,0.05
"621","Tony Wroten",18,18,32.1,5.7,13.2,0.43,5.4,11.5,0.473,0.2,1.7,0.133,4.4,7.6,0.588,2.5,2.8,5.3,3.8,2.2,0.4,3.4,2.5,16,"washington",36.25,769,9.725,-0.85,0.525,-0.325,-0.06425,-3.45,-2.05,-5.525,-0.25
"622","Toure' Murry",18,16.5,28.1,3.4,8.15,0.418,2.8,6.25,0.455,0.65,1.9,0.3265,2.65,3.35,0.7925,1.15,3.9,5.05,3.25,1.25,0.3,2.4,1.6,10.05,"wichita-state",15.25,102.25,-6.475,-0.125,0.075,-0.025,-0.33375,-14.35,-6.125,-20.475,-0.05
"623","Trae Young",18,18,37.2,7.9,20.2,0.393,4.5,9.7,0.466,3.4,10.6,0.326,8.1,9.3,0.863,0.5,3.7,4.2,8.1,1.7,0.3,6.1,2.2,27.4,"oklahoma",68,2249.33333333333,21.3,4.56666666666667,0.866666666666667,5.46666666666667,0.119333333333333,4.6,-2.26666666666667,2.33333333333333,2.33333333333333
"624","Travis Leslie",16,16,33,5.5,10.7,0.515,4.9,9.5,0.52,0.6,1.2,0.474,3.3,4.3,0.779,2.9,3.7,6.6,3.5,0.9,0.4,2.5,2.3,14.9,"georgia",10,45,14.6,0,0,0.1,0.06,0,-0.3,-0.3,0
"625","Travis Wear",16.6666666666667,15.3333333333333,26.1666666666667,4,7.23333333333333,0.551333333333333,3.76666666666667,6.83333333333333,0.55,0.2,0.4,0.367333333333333,1.8,2.2,0.805,1.66666666666667,2.76666666666667,4.46666666666667,0.766666666666667,0.7,0.8,0.933333333333333,2.8,10,"ucla",34,450,7.7,-0.25,0.2,-0.05,0.011,-3.55,-1.05,-4.6,-0.35
"626","Tre Jones",18,18,35.85,4.55,11.2,0.3995,3.55,7.9,0.4485,1,3.3,0.2935,2.45,3.15,0.8015,0.8,3.5,4.3,5.4,1.85,0.25,1.85,1.7,12.45,"duke",37,269,12.1,0.2,0.1,0.4,0.066,-2.2,-1.3,-3.5,-0.1
"627","Tremont Waters",17,16,33.6,5.3,13,0.4085,3.4,6.95,0.478,1.9,6,0.3265,3.65,4.5,0.804,0.4,3.05,3.45,5.9,2.25,0.1,2.85,2.05,16.2,"louisiana-state",18.5,178.5,9.45,-0.15,0.2,0.05,-0.0115,-4.05,0.45,-3.6,-0.05
"628","Trent Forrest",18.5,9.75,25.275,2.65,6.15,0.423,2.5,5.35,0.4545,0.175,0.825,0.158,2.4,3.125,0.75975,1.025,3.2,4.2,3.2,1.5,0.325,1.725,1.5,7.85,"florida-state",30,302,11.2,0.3,0.4,0.7,0.106,-2.5,1.2,-1.3,0.1
"629","Treveon Graham",16.25,11.75,26.225,4.55,10.85,0.41425,3.15,6.6,0.47525,1.375,4.25,0.324,3.525,5.2,0.673,2.025,4.1,6.125,1.425,0.775,0.225,1.525,2.2,13.975,"virginia-commonwealth",39.1666666666667,635.333333333333,7.71666666666667,0.133333333333333,0.383333333333333,0.516666666666667,0.0426666666666667,-3.51666666666667,-0.45,-3.96666666666667,-0.333333333333333
"630","Trevon Duval",18,15,27.9,3.6,8.5,0.418,2.6,5.7,0.451,1,2.8,0.353,1.3,2.2,0.59,0.8,1.5,2.3,4.1,1.3,0.2,2.7,2.4,9.4,"duke",3,6,38.3,0.1,0,0.1,0.537,19.1,5.3,24.4,0
"631","Trey Burke",18,17.5,37.1,6.1,13.7,0.445,4.25,8.85,0.4755,1.9,4.8,0.3895,3.85,4.9,0.7845,0.65,2.75,3.35,5.35,1.45,0.4,2.3,1.7,18,"michigan",45.5833333333333,967.083333333333,15.05,0.866666666666667,0.491666666666667,1.35,0.0856666666666667,0.75,-1.31666666666667,-0.55,0.216666666666667
"632","Trey Johnson",16,1.5,17.9,1.15,2.95,0.395,0.55,0.95,0.5745,0.6,2,0.3015,0.6,0.75,0.793,0.2,1.05,1.25,1.35,0.8,0.05,0.95,1.8,3.55,"mcneese-state",6.75,62.25,10.825,0.025,0,0.025,0.06725,-3.025,-1.675,-4.675,-0.05
"633","Trey Lyles",15,10,23.3,3.5,6.5,0.531,3.4,6.1,0.56,0.1,0.5,0.143,1.7,2.5,0.703,1.7,2.7,4.4,0.8,0.4,0.4,0.9,1.7,8.7,"kentucky",62.3333333333333,1113.33333333333,12.6833333333333,0.616666666666667,1.2,1.83333333333333,0.0771666666666667,-0.9,-0.466666666666667,-1.35,0.216666666666667
"634","Trey McKinney-Jones",17,11,25.65,2.5,6.05,0.4235,1.15,2.45,0.495,1.35,3.6,0.3755,0.85,1.15,0.669,0.35,2.65,2.95,1.35,0.75,0.05,1.25,1.55,7.25,"miami-fl",1,1,0,0,0,0,-0.001,-6.2,-2.3,-8.5,0
"635","Trey Thompkins",16,16,31.5,5.6,13.3,0.42,4.9,10.4,0.467,0.7,2.8,0.244,3.1,4.4,0.7,1.5,6.4,7.9,1.4,1.1,1.8,2.4,2.3,14.9,"georgia",24,119,12,-0.1,0.1,0,0.004,-3.2,-2.5,-5.7,-0.1
"636","Tristan Thompson",16,15,31.6,4.9,9.4,0.522,3.95,7.2,0.5405,0.95,2.2,NA,4.9,7.65,0.659,1.9,3.45,5.35,1.5,0.55,1.3,2.05,2.5,15.65,"texas",67.3,1865.9,15.41,2.96,1.64,4.59,0.1134,-0.39,-1.39,-1.77,0.15
"637","Troy Caupain",18,13.25,29.125,3.1,7.875,0.39525,1.875,4.425,0.427,1.225,3.5,0.35675,1.9,2.525,0.744,0.425,2.775,3.225,3.975,1.05,0.2,1.675,1.4,9.275,"cincinnati",4,16,30.7,0.1,0,0.1,0.347,9.6,3.7,13.3,0.1
"638","Troy Daniels",14.6666666666667,9.33333333333333,19.6666666666667,2.66666666666667,6.96666666666667,0.389,0.4,1.03333333333333,0.260333333333333,2.3,5.9,0.398,0.633333333333333,0.833333333333333,0.680666666666667,0.566666666666667,1.76666666666667,2.3,0.466666666666667,0.833333333333333,0.0666666666666667,0.8,1.56666666666667,8.3,"virginia-commonwealth",36.0833333333333,497.833333333333,10.1,0.266666666666667,0.208333333333333,0.5,0.0469166666666667,-0.65,-2.05833333333333,-2.70833333333333,-0.0583333333333333
"639","Troy Williams",18,17.6666666666667,24.9,4.03333333333333,7.7,0.525,3.66666666666667,6.56666666666667,0.571,0.366666666666667,1.2,0.315,2.2,3.13333333333333,0.688,1.5,4.16666666666667,5.66666666666667,1.46666666666667,0.666666666666667,0.433333333333333,2.03333333333333,1.86666666666667,10.6333333333333,"indiana",17.5714285714286,291.428571428571,9.85714285714286,-0.0285714285714286,0.342857142857143,0.3,0.0208571428571429,-3.78571428571429,-0.228571428571429,-4.04285714285714,-0.0571428571428571
"640","Ty Jerome",17.6666666666667,12.6666666666667,27.3666666666667,3.6,7.9,0.465333333333333,2,4.06666666666667,0.523,1.6,3.83333333333333,0.420666666666667,1.1,1.43333333333333,0.789,0.266666666666667,2.7,2.96666666666667,3.9,1.16666666666667,0.0333333333333333,1.46666666666667,1.86666666666667,9.93333333333333,"virginia",32,558,10.65,0.3,0.35,0.65,0.038,-1.9,-0.35,-2.2,0.1
"641","Ty-Shon Alexander",17.6666666666667,11.6666666666667,28.3666666666667,3.83333333333333,9.7,0.396666666666667,1.83333333333333,3.9,0.488666666666667,1.96666666666667,5.76666666666667,0.338,2.56666666666667,3.13333333333333,0.784666666666667,0.233333333333333,3.46666666666667,3.66666666666667,2.06666666666667,1.16666666666667,0.2,1.43333333333333,1.63333333333333,12.2666666666667,"creighton",15,47,4.2,-0.1,0,0,-0.048,-4.8,-1.7,-6.5,-0.1
"642","Tyler Bey",18,17.6666666666667,26.0666666666667,4.56666666666667,8.46666666666667,0.540666666666667,4.43333333333333,7.93333333333333,0.559,0.166666666666667,0.566666666666667,0.166666666666667,2.73333333333333,3.8,0.716666666666667,1.76666666666667,6.33333333333333,8.1,0.866666666666667,0.966666666666667,0.933333333333333,1.66666666666667,2.43333333333333,12.0333333333333,"colorado",18,71,5.9,-0.1,0,0,-0.033,-5.5,-3.9,-9.5,-0.1
"643","Tyler Cavanaugh",18,11.5,25.6,3.9,8.825,0.4235,2.8,5.825,0.45775,1.125,3,0.3535,3.45,4.175,0.80375,1.475,3.85,5.375,1.1,0.375,0.25,1.8,2.7,12.4,"wake-forest",25,278.5,9,0.45,0.15,0.6,0.0675,-2.85,-2.3,-5.15,-0.05
"644","Tyler Cook",18,17.6666666666667,28.5666666666667,5.33333333333333,10.4333333333333,0.513,5.3,10.3,0.515666666666667,0.0666666666666667,0.133333333333333,0.277666666666667,3.23333333333333,5.1,0.634333333333333,2,4.86666666666667,6.9,1.53333333333333,0.833333333333333,0.433333333333333,2.53333333333333,2.73333333333333,13.9666666666667,"iowa",15,164,13.7,0.233333333333333,0.1,0.333333333333333,0.105666666666667,-1.76666666666667,-0.7,-2.46666666666667,-0.0333333333333333
"645","Tyler Dorsey",18,18,29.1,3.8,9.35,0.4085,2.05,4.65,0.4485,1.75,4.7,0.367,2.55,3.45,0.741,1.05,2.55,3.6,1.85,0.75,0.15,1.6,1.8,11.9,"oregon",38,592.5,10.525,0.1,0.3,0.4,0.0315,-1.625,-1.875,-3.5,-0.2
"646","Tyler Ennis",18,18,38,4.6,10.9,0.416,3.7,8.4,0.434,0.9,2.5,0.356,2.8,3.7,0.761,0.8,2.6,3.3,5.6,1.6,0.2,2.2,2.2,12.8,"syracuse",34,416.875,9.6125,-0.15,0.3,0.175,0.0055,-3,-0.65,-3.6625,-0.15
"647","Tyler Herro",18,18,34,5.1,10.6,0.482,3.3,6.4,0.522,1.8,4.2,0.421,3.2,3.3,0.983,0.3,4.5,4.8,2.2,0.9,0.2,1.6,1.2,15.2,"kentucky",54.5,1571.5,12.9,0.15,1.45,1.65,0.0495,-0.35,-1.1,-1.45,0.2
"648","Tyler Honeycutt",18,18,35.8,3.8,10.1,0.376,2.2,5.5,0.404,1.6,4.6,0.341,1.9,2.7,0.708,1.3,5.9,7.2,2.9,0.7,2.2,2.9,1.5,11,"ucla",12,60,6.15,-0.1,0.05,-0.05,-0.1035,-5.2,-2.5,-7.7,-0.05
"649","Tyler Johnson",15.75,11.75,27.925,4.2,9.1,0.45,3.225,6.4,0.505,0.975,2.7,0.2915,1.85,2.675,0.6345,1.55,3.4,4.95,2.45,1.025,0.2,1.175,2.6,11.2,"fresno-state",40.3636363636364,986.909090909091,12.2,0.818181818181818,0.963636363636364,1.78181818181818,0.0782727272727273,-0.990909090909091,-0.0909090909090909,-1.05454545454545,0.372727272727273
"650","Tyler Lydon",18,9,33.8,4.1,8.4,0.489,2.75,4.9,0.5635,1.35,3.5,0.389,2.4,2.7,0.864,1.95,5.35,7.3,1.55,1.1,1.25,1.6,2.9,11.95,"syracuse",13,48,4.65,0.05,0.05,0.1,0.036,-3.35,-1.5,-4.8,-0.05
"651","Tyler Ulis",18,9,31,3.7,8.85,0.3985,2.55,5.55,0.4255,1.1,3.3,0.344,3.25,3.9,0.81,0.4,1.95,2.35,5.95,1,0.1,1.4,2,11.75,"kentucky",44.3333333333333,927.333333333333,7.7,-0.133333333333333,0.3,0.166666666666667,0.00266666666666667,-3.86666666666667,-1.83333333333333,-5.73333333333333,-0.366666666666667
"652","Tyler Zeller",16,15,28.3,5.9,10.35,0.5745,5.9,10.35,0.5745,0,0,NA,4.6,5.85,0.7835,3.55,4.6,8.15,0.45,0.85,1.4,1.7,2.95,16.5,"north-carolina",40.5,704.666666666667,15.225,1.05,0.65,1.68333333333333,0.101583333333333,-2.00833333333333,-2.775,-4.78333333333333,0.025
"653","Tyrell Terry",18,18,34.1,4.5,10.3,0.435,2.3,5.2,0.447,2.2,5.1,0.424,3.6,4,0.903,0.3,3.7,4,3.2,1.1,0.1,2.7,2.3,14.8,"stanford",11,56,6,-0.1,0.1,-0.1,-0.049,-7.5,2.6,-5,0
"654","Tyrese Haliburton",14,14,35,3.25,7.3,0.4445,1.5,3.05,0.495,1.75,4.25,0.4145,1.3,1.5,0.8055,1.1,3.25,4.35,4.25,1.75,0.8,2,1.25,9.6,"iowa-state",58,1746,16.2,2.8,0.7,3.5,0.096,1.9,-0.5,1.4,1.5
"655","Tyrese Maxey",18,18,35.3,5.2,11.8,0.437,4.2,8.6,0.494,0.9,3.3,0.288,2.9,3.5,0.825,0.4,3.9,4.3,3.3,1,0.5,2,2.2,14.2,"kentucky",61,935,14.5,0.8,1.1,1.9,0.099,-1,-0.5,-1.5,0.1
"656","Tyshawn Taylor",16,15,30.35,4.65,9.9,0.447,3.3,6.65,0.4765,1.25,3.25,0.4035,2.5,3.6,0.716,0.35,1.8,2.15,4.2,1.1,0.15,2.75,2.25,13.05,"kansas",30.5,245.5,5.8,-0.65,0.2,-0.5,-0.0875,-6.8,-1.25,-8.05,-0.4
"657","Tyus Jones",18,18,35.2,3.6,8.9,0.404,2.3,5.7,0.402,1.3,3.3,0.407,3.4,3.8,0.884,0.6,3.1,3.7,5.8,1.3,0.1,2.3,1.2,11.9,"duke",63.6666666666667,1138,13.9166666666667,1.46666666666667,0.9,2.36666666666667,0.093,-0.65,0.55,-0.1,0.616666666666667
"658","Udoka Azubuike",12.3333333333333,12,25.1666666666667,5.13333333333333,6.73333333333333,0.766333333333333,5.13333333333333,6.73333333333333,0.766333333333333,0,0,NA,1.4,3.4,0.303333333333333,3.1,5.93333333333333,9.06666666666667,0.433333333333333,0.3,2.26666666666667,1.9,2.53333333333333,11.6333333333333,"kansas",15,57,10.3,0,0.1,0.1,0.119,-5.5,1.7,-3.8,0
"659","Vander Blue",18,12.3333333333333,24.7,3,7.03333333333333,0.390666666666667,2.56666666666667,5.16666666666667,0.454,0.433333333333333,1.86666666666667,0.17,2.13333333333333,3.06666666666667,0.660666666666667,1.1,2.56666666666667,3.66666666666667,1.86666666666667,0.633333333333333,0.0666666666666667,1.73333333333333,1.56666666666667,8.56666666666667,"marquette",3.33333333333333,44.6666666666667,0.9,-0.166666666666667,0,-0.133333333333333,-0.157666666666667,-8.03333333333333,-2.6,-10.6666666666667,-0.0666666666666667
"660","Vernon Macklin",16,15,26.3,5.5,9.5,0.579,5.5,9.5,0.579,0,0,NA,1.4,3,0.479,2.2,3.3,5.4,0.9,0.5,0.5,1.7,2.7,12.4,"florida",23,135,18.2,0.3,0.1,0.5,0.161,1.3,-0.1,1.2,0.1
"661","Vic Law",17.75,14.75,31.15,3.5,9.525,0.36975,2.05,5.275,0.3865,1.475,4.3,0.35325,2,2.55,0.7805,1.05,5,6.1,1.975,1.05,0.5,1.75,2.675,10.475,"northwestern",8,62,3.7,-0.1,0.1,-0.1,-0.052,-7,-2.6,-9.6,-0.1
"662","Victor Oladipo",18,13,25.2666666666667,3.73333333333333,7.2,0.514666666666667,3.26666666666667,5.73333333333333,0.568333333333333,0.466666666666667,1.46666666666667,0.301,2.66666666666667,3.5,0.756666666666667,1.93333333333333,3.23333333333333,5.13333333333333,1.53333333333333,1.33333333333333,0.6,1.86666666666667,2.36666666666667,10.5666666666667,"indiana",44.2727272727273,1458.90909090909,14.9636363636364,0.627272727272727,1.66363636363636,2.27272727272727,0.0507272727272727,-0.545454545454545,-0.0727272727272728,-0.645454545454545,0.981818181818182
"663","Vince Edwards",17.25,16,29.55,4.125,9.1,0.4505,2.975,6.025,0.4955,1.15,3.075,0.36925,2.325,2.775,0.8385,1.7,3.35,5.075,2.975,0.575,0.325,1.525,1.925,11.75,"purdue",2,16,3.8,0,0,0,-0.014,-1.6,-4.8,-6.4,0
"664","Wade Baldwin",18,15.5,31.65,3.4,8.65,0.3935,2.05,5.5,0.373,1.35,3.15,0.425,4.15,5.3,0.791,0.6,3.7,4.3,5.3,1.35,0.3,2.5,2.45,12.3,"vanderbilt",18.6666666666667,193,8.13333333333333,-0.333333333333333,0.233333333333333,-0.1,-0.00233333333333333,-4.66666666666667,0.0333333333333333,-4.63333333333333,-0.133333333333333
"665","Wayne Selden",18,17.6666666666667,30,3.7,8.96666666666667,0.409,2.06666666666667,4.43333333333333,0.463,1.63333333333333,4.53333333333333,0.357333333333333,1.5,2.43333333333333,0.63,0.766666666666667,1.96666666666667,2.76666666666667,2.56666666666667,0.7,0.366666666666667,1.9,1.93333333333333,10.5,"kansas",30.4285714285714,577.428571428571,8.58571428571429,-0.3,0.285714285714286,-0.0142857142857143,0.016,-3.54285714285714,-1.1,-4.65714285714286,-0.442857142857143
"666","Wenyen Gabriel",18,11,21.1,2,4.8,0.4105,1,2.2,0.471,0.9,2.65,0.365,0.65,1.4,0.487,1.4,3.65,5.05,0.5,0.45,0.85,1.05,3.05,5.55,"kentucky",20.25,177.75,9.275,0,0.175,0.2,0.0365,-3.7,0,-3.7,-0.075
"667","Wesley Johnson",14,1,5.55,0.3,0.45,0.55,0.3,0.45,0.55,0,0,NA,0.15,0.45,0.182,0.5,0.5,0.95,0.05,0.1,0,0.1,1.1,0.65,"charleston-southern",58.8181818181818,1273.27272727273,8.56363636363636,-0.00909090909090909,0.972727272727273,0.981818181818182,0.0244545454545455,-2.70909090909091,-0.00909090909090908,-2.70909090909091,0.0909090909090909
"668","Will Barton",16,14,32.85,6,11.9,0.4995,4.95,8.4,0.5845,1.05,3.55,0.3025,2.45,3.35,0.7,1.25,5,6.25,3,1.5,0.6,2.55,2.05,15.5,"memphis",55.4545454545455,1348.09090909091,13.3181818181818,1.1,1.1,2.19090909090909,0.0647272727272727,-0.7,-0.0818181818181818,-0.790909090909091,0.609090909090909
"669","Will Cherry",15.6666666666667,15.3333333333333,33.8333333333333,4.63333333333333,10.2666666666667,0.450333333333333,3.36666666666667,6.4,0.524666666666667,1.3,3.9,0.323666666666667,4.26666666666667,5.46666666666667,0.779333333333333,0.6,3.33333333333333,3.93333333333333,4.26666666666667,2.16666666666667,0.333333333333333,2.43333333333333,2.26666666666667,14.8666666666667,"montana",8,69,5.8,-0.1,0.1,0,-0.021,-7.5,1.5,-6,-0.1
"670","Will Magnay",18,7,11.6,0.9,1.8,0.531,0.9,1.7,0.548,0,0.1,0,0.3,0.9,0.375,0.9,1.4,2.3,0.1,0,0.6,1,1.6,2.2,"tulsa",1,3,-35.1,0,0,0,-0.787,-30.7,-8.6,-39.3,0
