"","college_Player","college_G","college_GS","college_MP","college_FG","college_FGA","college_FG.","college_2P","college_2PA","college_2P.","college_3P","college_3PA","college_3P.","college_FT","college_FTA","college_FT.","college_ORB","college_DRB","college_TRB","college_AST","college_STL","college_BLK","college_TOV","college_PF","college_PTS","college_Team","nba_G","nba_MP","nba_PER","nba_OWS","nba_DWS","nba_WS","nba_WS.48","nba_OBPM","nba_DBPM","nba_BPM","nba_VORP"
"78","Cameron Bairstow",15,7.75,20.65,3.225,6.075,0.52,3.2,6.025,0.528,0.05,0.1,NA,2.425,3.65,0.51575,1.55,2.925,4.425,0.825,0.35,0.725,1.075,2.175,8.9,"new-mexico",18,83.5,4.45,-0.1,0.05,-0.05,-0.026,-6.85,-1.45,-8.25,-0.1
"79","Cameron Johnson",17.5384615384615,14.7692307692308,29.4307692307692,4.13076923076923,9.15384615384615,0.445846153846154,2.4,4.73846153846154,0.500538461538462,1.73076923076923,4.43076923076923,NA,1.86153846153846,2.43846153846154,0.787153846153846,1.27692307692308,3.16153846153846,4.43846153846154,2.03076923076923,0.861538461538461,0.307692307692308,1.18461538461538,2.18461538461538,11.8538461538462,"texas-state",58.5,1346,12.35,1.45,1.2,2.65,0.094,0.4,-0.3,0.05,0.7
"80","Cameron Oliver",18,17,30.95,5.45,11.55,0.473,4.4,8.5,0.5195,1.1,3.1,0.3525,2.1,3.1,0.691,2.4,7.3,9.75,1.35,0.9,2.3,2.25,3,14.15,"nevada",4,87,17.2,0.1,0.1,0.2,0.114,-1,-1,-2,0
"81","Cameron Payne",16,16,33.95,6.65,15.1,0.4395,4.2,8.7,0.4835,2.4,6.35,0.383,4.25,5.35,0.7885,0.5,3.3,3.8,5.65,1.65,0.55,2.85,2.25,20,"murray-state",29.2,489,11.27,0.22,0.41,0.66,0.0428,-2.01,-0.29,-2.29,0.07
"82","Cameron Reynolds",17.5,9.75,28.225,3.75,9.975,0.35475,2.375,5.375,0.41,1.4,4.6,0.29025,1.65,2.225,0.7545,0.975,3.85,4.8,1.1,0.7,0.35,1.225,2.25,10.5,"tulane",7.25,84.75,7.4,0.075,0.025,0.1,-0.00525,-3.15,-3.55,-6.7,-0.05
"83","Caris LeVert",11,6.25,26.3,3.825,8.625,0.425,2.65,5.75,0.44175,1.2,2.875,0.39275,1.7,2.425,0.622,0.25,3.425,3.65,3,0.775,0.175,1.475,1.5,10.55,"michigan",43.8571428571429,1209.42857142857,15.9714285714286,0.557142857142857,1.17142857142857,1.72857142857143,0.0708571428571429,0.242857142857143,-0.242857142857143,-0.0142857142857143,0.542857142857143
"84","Carrick Felix",17,12.3333333333333,29.4,3.56666666666667,8.33333333333333,0.42,2.43333333333333,4.86666666666667,0.498666666666667,1.1,3.43333333333333,0.301333333333333,1.73333333333333,2.6,0.675333333333333,1.4,3.5,4.9,1.3,1.03333333333333,0.633333333333333,1.8,2.33333333333333,9.93333333333333,"arizona-state",7,38,13.3,0,0,0,0.057,-1.3,-2.2,-3.4,0
"85","Carsen Edwards",18.6666666666667,17.6666666666667,29.8333333333333,5.36666666666667,13.8666666666667,0.391,2.96666666666667,7.1,0.413666666666667,2.43333333333333,6.76666666666667,0.371,3.33333333333333,4,0.826,0.433333333333333,2.86666666666667,3.3,2.6,1.3,0.233333333333333,2.1,1.93333333333333,16.4333333333333,"purdue",34,313.5,8.55,-0.1,0.3,0.2,0.0325,-3.8,-0.75,-4.55,-0.2
"86","Cassius Stanley",19,19,28.5,4.7,10.1,0.466,3.6,6.7,0.535,1.1,3.4,0.328,2.7,3.6,0.75,1.8,3.3,5.1,1.2,0.4,0.5,1.9,2.4,13.2,"duke",24,93,5.5,-0.2,0.1,-0.1,-0.05,-7.2,-4,-11.2,-0.2
"87","Cassius Winston",19,15.25,29.325,4.6,9.9,0.45925,2.775,5.9,0.456,1.85,4,0.455,3.375,4.025,0.847,0.3,2.625,2.925,6.275,0.825,0.125,2.85,1.975,14.4,"michigan-state",22,98,10.8,0.1,0.1,0.1,0.066,-2.1,-1.1,-3.2,0
"88","Chandler Hutchison",17.25,13,24.025,4.225,8.95,0.44675,3.5,6.925,0.47225,0.75,2.025,0.311,2.9,4.2,0.688,1.075,4.05,5.125,2.1,1.025,0.325,1.8,2.275,12.05,"boise-state",24.4,422.8,7.32,-0.18,0.42,0.24,-0.0012,-5.2,-0.12,-5.32,-0.22
"89","Chandler Parsons",15,14,35.6,4.7,9.7,0.49,3.1,5.9,0.523,1.7,3.8,0.439,1.7,3,0.578,2.3,6.4,8.7,3.7,0.9,0.3,1.9,1.9,12.9,"florida",48.8888888888889,1471.77777777778,12.4888888888889,1.94444444444444,1.26666666666667,3.22222222222222,0.0666666666666667,-0.366666666666667,-0.222222222222222,-0.588888888888889,1.14444444444444
"90","Charles Cooke",15.5,12.75,30.5,4.225,9.425,0.438,2.9,5.925,0.48525,1.325,3.5,0.36225,2.775,4.225,0.65275,1.275,3.625,4.85,1.85,1.2,0.775,1.625,1.75,12.5,"james-madison",13,38,-5.1,-0.2,0,-0.2,-0.239,-10.4,-4,-14.4,-0.1
"91","Charles Jenkins",18,18,37.3,7.7,15.6,0.496,5.5,9.9,0.553,2.2,5.6,0.396,5.8,7,0.825,0.6,2.8,3.4,5.3,1.6,0.7,2.2,1.9,23.4,"hofstra",42.25,443.75,8.85,-0.05,0.175,0.125,0.0065,-4.075,-0.6,-4.625,-0.3
"92","Chasson Randle",18,17.5,33.975,5.425,12.875,0.4215,3.125,7.275,0.426,2.3,5.65,0.4105,3.6,4.65,0.7445,0.55,2.825,3.35,2.425,0.9,0.1,2.175,2.875,16.7,"stanford",24.1666666666667,369.666666666667,11.2666666666667,0.166666666666667,0.15,0.333333333333333,0.0771666666666667,-2.53333333333333,-0.433333333333333,-2.96666666666667,-0.2
"93","Cheick Diallo",17,1,6.4,0.6,1.2,0.524,0.6,1.2,0.524,0,0,NA,0.2,0.5,0.375,0.6,1.7,2.3,0,0.3,0.9,0.5,1,1.5,"kansas",45,538.75,16.95,0.875,0.7,1.575,0.135,-1.325,-0.475,-1.775,0.075
"94","Chimezie Metu",18,12,26.9333333333333,4.7,9,0.522,4.6,8.5,0.538,0.1,0.466666666666667,0.378666666666667,2.73333333333333,3.96666666666667,0.676,1.83333333333333,4.16666666666667,5.96666666666667,1.13333333333333,0.666666666666667,1.43333333333333,1.7,2.66666666666667,12.1666666666667,"southern-california",27.6666666666667,246,14.3666666666667,0,0.2,0.2,0.0306666666666667,-2.6,-0.933333333333333,-3.53333333333333,-0.1
"95","Chinanu Onuaku",18,15.5,23.55,2.9,4.65,0.623,2.9,4.65,0.623,0,0,NA,0.75,1.35,0.5185,2.3,4.35,6.7,1.15,0.7,1.5,1.8,2.95,6.5,"louisville",3,37,4.55,0,0.05,0,-0.012,-7.9,-0.15,-8.1,-0.05
"96","Chris Babb",18,18,34.65,2.65,6.9,0.389,0.7,1.5,0.499,1.95,5.4,0.362,0.9,1.25,0.6835,0.7,2.9,3.6,1.95,0.95,0.2,0.9,1.5,8.25,"iowa-state",14,132,3.7,-0.1,0.1,0,-0.008,-6,-0.1,-6.1,-0.1
"97","Chris Boucher",18,9,24.3,4.15,8,0.5205,2.95,4.5,0.6495,1.2,3.45,0.3515,2.05,3.05,0.6465,1.75,4.25,6,0.35,0.55,2.7,0.75,2.8,11.5,"oregon",37.75,609,9.075,1.575,1.075,2.65,-0.07,-4.55,-1.75,-6.3,0.75
"98","Chris Chiozza",18,9.75,26.075,2.45,6.75,0.36225,1.65,3.7,0.465,0.8,3.075,0.2585,1.375,1.975,0.662,0.375,2.925,3.325,4.425,1.125,0.025,1.625,1.9,7.075,"florida",17,213.4,10.86,0.04,0.2,0.26,0.044,-1.76,0.64,-1.16,0.06
"99","Chris Clemons",17.25,16.75,35.3,7.7,17.975,0.429,4.275,8.225,0.5195,3.475,9.775,0.3495,5.725,6.725,0.835,0.475,3.8,4.25,2.375,1.575,0.35,2.375,2.25,24.6,"campbell",33,291,13.1,0.1,0.2,0.4,0.058,0.3,-1.3,-1,0.1
"100","Chris Johnson",10.2,6,15.94,1.72,3.92,NA,0.78,1.58,NA,0.94,2.34,NA,1.68,2.2,0.7296,1.18,2.48,3.66,0.52,0.36,0.26,0.66,1.18,6.04,"northern-illinois",20.5714285714286,265,10.7785714285714,0.135714285714286,0.3,0.442857142857143,0.0836428571428571,-3.31428571428571,0.971428571428571,-2.35714285714286,0.00714285714285714
"101","Chris McCullough",3,3,16.7,1,3.7,0.273,1,3.7,0.273,0,0,NA,1,2,0.5,1,3,4,0.3,0.7,1.3,1,1.7,3,"syracuse",15,122.4,12.22,0.04,0.12,0.14,0.0264,-2.86,-1.1,-3.98,0
"102","Chris Silva",18,15,21.525,3.575,6.9,0.52525,3.4,6.475,0.527,0.225,0.425,NA,4.3,5.725,0.7225,2.45,3.775,6.2,0.625,0.625,1.2,1.975,3.55,11.625,"south-carolina",18.5,132.5,9.075,0.2,0.175,0.425,0.049,-8.6,0.5,-8.075,-0.025
"103","Chris Singleton",11,11,30,4.3,9.7,0.439,3.1,6.3,0.493,1.2,3.5,0.342,2.2,3.5,0.615,0.9,4.2,5.1,0.7,1.6,1,1.6,3.3,11.9,"florida-state",49.3333333333333,868.333333333333,8.3,-0.366666666666667,1.1,0.733333333333333,0.0376666666666667,-4.33333333333333,0.6,-3.7,-0.3
"104","Chris Smith",15.7692307692308,7.53846153846154,19.3846153846154,2.67692307692308,5.63846153846154,0.426923076923077,1.76153846153846,3.60769230769231,0.433384615384615,0.930769230769231,2.03846153846154,NA,1.43846153846154,2.09230769230769,0.615692307692308,0.830769230769231,2.22307692307692,3.05384615384615,1.22307692307692,0.553846153846154,0.176923076923077,1.5,1.86153846153846,7.72307692307692,"utah-state",2,2,0,0,0,0,-0.02,-6.1,-3.6,-9.7,0
"105","Chris Wright",16,15.5,30.45,4.45,10.4,0.425,3.6,8,0.4535,0.75,2.4,0.3595,2.95,4.35,0.685,1.45,3.9,5.35,3.25,0.9,0.9,2.7,2.4,12.55,"georgetown",11.6666666666667,105.333333333333,11.0666666666667,0.233333333333333,0.1,0.3,-0.0366666666666667,-3.73333333333333,-2.73333333333333,-6.46666666666667,0.0666666666666667
"106","Christian Wood",17.5,8.5,23.8,3.45,7.55,0.44,2.85,5.4,0.53,0.6,2.2,0.25,2.6,3.4,0.7765,2.05,4.75,6.75,0.85,0.3,1.7,1.65,2,10.1,"nevada-las-vegas",25,486.428571428571,19.5857142857143,0.871428571428571,0.542857142857143,1.44285714285714,0.136285714285714,0.957142857142857,-0.685714285714286,0.242857142857143,0.442857142857143
"107","Chuma Okeke",18,9,25.75,3.75,7.7,0.489,2.45,4.5,0.5415,1.3,3.2,0.416,1.3,1.95,0.674,2.3,3.95,6.25,1.4,1.1,0.9,1.25,1.65,10.15,"auburn",45,1133,11.8,0.3,1,1.3,0.056,-1.9,0.5,-1.5,0.1
"108","CJ Elleby",18,16.5,32.5,5.2,13.95,0.3765,3,8.2,0.367,2.15,5.75,0.3905,2.85,3.85,0.747,1.35,6.25,7.65,2.7,1.4,0.7,2.8,3,15.5,"washington-state",30,192,9.4,0,0.1,0.1,0.032,-4,-0.9,-4.9,-0.1
"109","Cleanthony Early",18,15,26.4,4.65,9.95,0.469,2.9,5.25,0.5465,1.8,4.7,0.3805,4.3,5.3,0.8135,1.4,3.8,5.15,0.65,0.85,0.8,1.95,2.4,15.45,"wichita-state",28,400.5,5.3,-0.55,0.25,-0.3,-0.0525,-5.45,-1.5,-6.9,-0.4
"110","Cliff Alexander",15,5,16.9,2.6,4.3,0.609,2.6,4.3,0.609,0,0,NA,0.9,1.6,0.542,1.7,3.1,4.9,0.7,0.1,1.3,0.9,2.2,6.1,"kansas",8,36,11.6,0,0,0,0.052,-0.5,0.5,0,0
"111","Coby White",18,18,29.8,6.2,13.7,0.451,3.3,6.2,0.532,2.9,7.5,0.385,2.8,3.4,0.823,0.6,3.1,3.7,4.2,1.1,0.6,3,2.2,18.1,"north-carolina",67,1915,11.95,0.1,1.55,1.65,0.039,-1.25,-1.4,-2.65,-0.3
"112","Cody Martin",17.5,16.5,34.45,5.15,9.85,0.5255,4.3,7.75,0.561,0.85,2.1,0.392,2.35,3.4,0.6975,1.55,4.05,5.6,4.65,1.6,0.9,2.1,2.3,13.5,"nevada",50,876,10.55,0.2,0.85,1.05,0.0565,-2.9,0.85,-2.05,0
"113","Cody Zeller",18,18,29.7,5.65,9.9,0.576,5.65,9.9,0.576,0,0,NA,5,6.45,0.7705,2.5,4.55,7,1.2,1.05,1.2,2.1,2.8,16.3,"indiana",58.375,1327.25,16.2625,2.15,1.7,3.875,0.139875,-1.0875,0.5125,-0.5875,0.5125
"114","Cole Anthony",13,11,36.2,6.6,16.3,0.406,4.2,9.6,0.432,2.5,6.7,0.368,4.8,6,0.795,0.5,5,5.5,4.2,1.1,0.2,3.3,2.8,20.5,"north-carolina",47,1273,12.1,-0.9,0.9,0,-0.001,-1.9,-1.4,-3.3,-0.4
"115","Collin Sexton",16,15,29,5.2,13,0.399,4.2,8.9,0.472,1,4.1,0.242,5.4,7,0.768,0.9,2.8,3.7,3.8,0.8,0.2,2.7,2.6,16.8,"alabama",69,2287.66666666667,15.4333333333333,1.53333333333333,0.266666666666667,1.8,0.042,0.233333333333333,-2.43333333333333,-2.23333333333333,-0.233333333333333
"116","Cory Higgins",16,16,33.9,4.8,11.3,0.425,4,9.3,0.43,0.8,2,0.406,4.4,5.1,0.877,0.9,2.9,3.8,2.3,0.8,0.4,2.7,2.4,14.9,"colorado",22,227.5,8.35,-0.6,-0.05,-0.65,-0.086,-5.05,-1.8,-6.85,-0.45
"117","Cory Jefferson",18,12,21.4333333333333,3.36666666666667,6.56666666666667,0.507,3.13333333333333,6.16666666666667,0.510666666666667,0.2,0.433333333333333,0.398,2.13333333333333,3.33333333333333,0.614666666666667,2.03333333333333,3.83333333333333,5.9,0.5,0.4,1.3,0.8,1.86666666666667,9.03333333333333,"baylor",29,290.5,12.95,0.1,0.3,0.45,0.0705,-2.4,-2.3,-4.7,-0.1
"118","Cory Joseph",16,16,32.7,3.6,8.4,0.43,2.2,5,0.438,1.4,3.4,0.418,1.2,1.8,0.679,0.8,2.8,3.5,2.9,1,0.3,1.4,1.7,9.9,"texas",60.5,1333.91666666667,12.3333333333333,1.11666666666667,1.23333333333333,2.35833333333333,0.0851666666666667,-1.50833333333333,0.375,-1.14166666666667,0.341666666666667
"119","Coty Clarke",18,15,23.15,3.05,6.45,0.476,2.25,4.9,0.461,0.8,1.55,0.513,2.35,3.15,0.743,1.95,3.75,5.7,1.9,1.45,0.55,1.4,3.25,9.2,"arkansas",3,6,23.9,0,0,0,0.025,15.5,1,16.5,0
"120","D.J. Stephens",16,6,14.8666666666667,2,2.8,0.692666666666667,1.86666666666667,2.46666666666667,0.742333333333333,0.1,0.333333333333333,NA,0.8,1.1,0.693333333333333,1.4,2.56666666666667,3.93333333333333,0.366666666666667,0.666666666666667,1.36666666666667,0.666666666666667,1.66666666666667,4.86666666666667,"memphis",2,11,10.8,0,0,0,-0.026,-2.45,0.55,-1.9,0
"121","D.J. Wilson",15.5,9,18.35,2.55,5.05,0.464,1.9,3.05,0.6225,0.65,2,0.243,0.6,0.8,0.7865,1,1.65,2.65,0.9,0.35,0.9,0.65,1.3,6.45,"michigan",29.5,363.666666666667,10.2,-0.0666666666666667,0.5,0.433333333333333,0.0471666666666667,-2.86666666666667,-0.366666666666667,-3.21666666666667,-0.0833333333333333
"122","D'Angelo Russell",18,18,35.7,6.8,15.2,0.451,4.1,8.3,0.497,2.7,6.9,0.395,3.9,5.3,0.747,1.1,5.2,6.3,5.1,1.4,0.2,2.8,2.2,20.3,"ohio-state",50.5,1481.5,17.0125,0.5875,0.9,1.4875,0.04875,2.275,-1.6125,0.6625,1.0125
"123","Dakari Johnson",18,4.5,15.25,2.05,4,0.522,2.05,4,0.522,0,0,NA,1.75,2.8,0.6035,1.85,2.3,4.15,0.45,0.25,0.75,0.8,1.85,5.8,"kentucky",31,161,16.4,0.4,0.2,0.6,0.178,-1.2,0.9,-0.3,0.1
"124","Dakota Mathias",18,12.25,26.175,2.875,6.35,0.44575,1.025,2.05,0.50425,1.825,4.275,0.418,0.75,0.925,0.7995,0.175,2.975,3.1,2.75,0.8,0.175,1.15,1.825,8.325,"purdue",8,123,9.8,0,0.1,0.2,0.061,-1.5,-1,-2.6,0
"125","Damian Jones",18,17.6666666666667,28.4,5.16666666666667,9.23333333333333,0.558,5.16666666666667,9.16666666666667,0.560666666666667,0,0.0666666666666667,NA,2.7,4.8,0.559333333333333,2.1,4.36666666666667,6.5,0.533333333333333,0.4,1.66666666666667,2.03333333333333,3.3,13,"vanderbilt",22.75,320.625,12.1625,0.65,0.2875,0.9375,0.11525,-3.425,0.2625,-3.1625,0.0375
"126","Damian Lillard",8.5,8,18.45,3.5,7.6,NA,2.05,4.15,NA,1.45,3.45,NA,3.7,4.2,NA,0.1,2.1,2.2,1.95,0.8,0.15,1.1,1,12.15,"weber-state",75.7777777777778,2753.22222222222,22.6,8.53333333333333,1.7,10.2555555555556,0.181666666666667,5.71111111111111,-0.755555555555556,5,4.76666666666667
"127","Damion Lee",16.75,16,33.575,5,11.725,0.4305,2.975,6.125,0.491,2.05,5.6,0.36625,4.2,4.975,0.82875,0.875,3.775,4.625,1.95,1.175,0.225,1.75,2.4,16.325,"louisville",38.25,820.25,12.1,0.65,0.725,1.375,0.07825,-1.425,-0.15,-1.55,0.125
"128","Damyean Dotson",17.75,17.75,29.9,4.85,10.6,0.4545,3.05,5.6,0.55475,1.8,5.025,0.33,1.675,2.075,0.80075,1.2,3.8,5.025,1.075,0.7,0.125,1.125,1.825,13.175,"oregon",52.75,1055.25,10.35,0.3,0.475,0.75,0.037,-1.9,-0.85,-2.775,-0.2
"129","Daniel Gafford",18,17.5,26.45,5.9,9.55,0.6185,5.9,9.55,0.6185,0,0,NA,2.85,5.25,0.545,2.75,4.65,7.4,0.65,0.75,2.1,1.7,3.1,14.7,"arkansas",37.75,547.75,20.65,1.325,0.85,2.225,0.193,-0.25,1.575,1.3,0.425
"130","Daniel Hamilton",18,18,30.95,3.8,10.8,0.3525,2.5,6.65,0.3725,1.3,4.1,0.317,1.95,2.5,0.783,1.3,7.7,9,4.15,0.95,0.4,2.55,2.05,10.85,"connecticut",12.5,116,12.65,-0.05,0.05,0,0.0725,-1.3,0.4,-0.9,-0.05
"131","Daniel Ochefu",17.25,14.5,22.625,2.95,4.75,0.617,2.95,4.75,0.617,0,0,NA,1.575,2.65,0.59,2.05,4.775,6.8,1.525,0.8,1.2,1.675,2.45,7.55,"villanova",19,75,6.6,-0.1,0.1,0,0.005,-7,-1.5,-8.4,-0.1
"132","DaQuan Jeffries",15.6666666666667,7.33333333333333,23.7333333333333,3.43333333333333,6.66666666666667,0.537666666666667,2.63333333333333,4.43333333333333,0.6,0.833333333333333,2.26666666666667,0.405666666666667,1.96666666666667,2.53333333333333,0.766666666666667,1.43333333333333,3.26666666666667,4.7,1.26666666666667,0.7,1.16666666666667,1.43333333333333,2.63333333333333,9.7,"tulsa",18.75,281.75,8.7,0.075,0.15,0.2,0.0445,-3.4,-1.1,-4.5,-0.175
"133","Darius Johnson-Odom",18,17.5,33.25,6.1,13.8,0.4425,3.7,7.75,0.4775,2.45,6.05,0.398,3.4,4.65,0.735,0.55,2.55,3.1,2.6,0.9,0.15,2.1,2.3,18.05,"marquette",3.5,10.5,-14.85,-0.15,0,-0.15,-0.55,-19,-5.2,-24.15,-0.05
"134","Darius Miller",16,10,28.6,4,8.45,0.4715,2.25,4.5,0.505,1.75,3.95,0.437,1.4,1.65,0.8185,0.85,2.15,3,1.3,0.8,0.65,1.35,2.35,11.05,"kentucky",45.1666666666667,893,7.3,0.716666666666667,0.366666666666667,1.06666666666667,0.0405,-3.11666666666667,0.1,-3,-0.05
"135","Darius Morris",18,17,35.3,5.5,11.7,0.471,5.2,10.1,0.516,0.3,1.6,0.179,3.3,4.9,0.682,1.1,3.1,4.2,6.3,0.6,0,3.2,2.4,14.6,"michigan",22.7142857142857,253.857142857143,7.21428571428571,-0.142857142857143,0.142857142857143,-0.0428571428571429,-0.0172857142857143,-4.47142857142857,-1,-5.48571428571429,-0.185714285714286
"136","Darrun Hilliard",17.5,14,25.7,3.625,8.25,0.4215,2,3.925,0.5075,1.65,4.35,0.33525,2.775,3.525,0.781,0.4,2.3,2.725,1.75,1.2,0.35,1.525,2.05,11.675,"villanova",30.3333333333333,286.333333333333,6.66666666666667,-0.166666666666667,0.266666666666667,0.1,0.008,-4.93333333333333,-0.5,-5.46666666666667,-0.166666666666667
"137","Daryl Macon",18,12,28.9,4.6,10.1,0.459,2.3,4.6,0.4985,2.35,5.45,0.426,4.3,5,0.861,0.35,2.3,2.75,3,0.75,0.05,1.95,1.9,15.95,"arkansas",6,52,1.2,-0.05,0,0,-0.0915,-6.3,-3.7,-9.95,-0.05
"138","David Nwaba",14.6666666666667,12,27.3333333333333,3.93333333333333,8.86666666666667,0.442666666666667,3.9,8.5,0.453666666666667,0.1,0.4,NA,3.6,5.5,0.645333333333333,2,3.63333333333333,5.63333333333333,1.76666666666667,0.8,0.6,1.46666666666667,2,11.5333333333333,"cal-poly",38.2,794.8,13.06,0.78,0.58,1.34,0.0926,-1.8,0.48,-1.3,0.04
"139","David Stockton",16,4.5,19.95,1.6,4.025,0.37675,1.175,2.25,0.49825,0.45,1.775,0.2335,1.3,1.7,0.7395,0.15,1.35,1.5,3,1.225,0.1,1.3,1.675,4.9,"gonzaga",3,21,22.35,0.05,0,0.05,0.2225,2.25,-0.3,2,0
"140","David Wear",18,13.3333333333333,24.9666666666667,3.03333333333333,6.73333333333333,0.442666666666667,2.43333333333333,5.33333333333333,0.450666666666667,0.566666666666667,1.4,0.440666666666667,1,1.36666666666667,0.681666666666667,1.7,3.33333333333333,5.06666666666667,0.966666666666667,0.5,0.2,0.966666666666667,2.16666666666667,7.66666666666667,"ucla",2,7,2.4,0,0,0,-0.11,-3.2,-6.2,-9.4,0
"141","Davon Reed",18,13.5,27.775,3.55,7.975,0.43975,1.95,3.95,0.47275,1.625,3.975,0.40375,1.775,2.2,0.7885,0.675,2.875,3.55,1.575,0.825,0.35,1.3,1.825,10.45,"miami-fl",15.5,144.5,6.45,-0.25,0.1,-0.1,0.002,-4.55,-1.4,-5.95,-0.15
"142","De'Aaron Fox",16,14,27.4,5.6,11.6,0.481,5.1,9.8,0.519,0.5,1.8,0.276,3.6,4.9,0.744,0.3,3.4,3.7,3.9,1.1,0.1,2.1,2.6,15.3,"kentucky",65.75,2060.5,17.65,1.875,1.45,3.3,0.077,1,-0.775,0.225,1.2
"143","De'Andre Hunter",18,9,28,4.75,9.15,0.5145,3.65,6.95,0.524,1.1,2.3,0.4855,2.6,3.5,0.74,1.4,3.5,4.9,1.6,0.6,0.5,1.15,1.85,13.2,"virginia",43,1348,12.15,0.4,0.55,0.9,0.0625,-1.15,-0.6,-1.75,-0.45
"144","De'Anthony Melton",18,18,28.4,2.6,6.6,0.387,1.9,4.2,0.453,0.7,2.4,0.273,2.3,3.2,0.724,1.3,3.3,4.6,3.6,2,1.1,2.1,2.3,8.1,"southern-california",54,1065.33333333333,12.8666666666667,-2.77555756156289e-17,1.33333333333333,1.3,0.059,-1.8,1.6,-0.2,0.466666666666667
"145","Dean Wade",17.25,16.75,30.975,4.675,9.475,0.484,3.5,6.475,0.54,1.15,3.05,0.38,2.25,3.075,0.728,1.625,3.45,5.05,2.25,0.925,0.775,1.275,2.325,12.75,"kansas-state",37.5,641.5,12.6,0.6,0.5,1.1,0.0925,-1.4,0.2,-1.3,0.1
"146","Deandre Ayton",18,18,34.6,7.7,12.6,0.615,7.5,12.1,0.622,0.2,0.5,0.444,4.5,5.8,0.771,3.6,7.8,11.4,1.6,0.5,2.3,2.1,2.2,20.2,"arizona",59.3333333333333,1844.66666666667,20.2666666666667,3.63333333333333,2.13333333333333,5.76666666666667,0.146666666666667,1.06666666666667,-0.466666666666667,0.6,1.2
"147","DeAndre Liggins",16,11,29.8,2.9,6.8,0.435,2.2,4.8,0.461,0.8,2,0.375,1.2,2,0.594,0.4,3,3.4,1.8,1.1,0.5,1.1,2.9,7.8,"kentucky",33,378.666666666667,22.0555555555556,-0.133333333333333,0.422222222222222,0.288888888888889,0.286777777777778,1.32222222222222,1.55555555555556,2.85555555555556,-0.0333333333333333
"148","Dejounte Murray",18,18,35.8,6.1,14.7,0.417,4.9,11.4,0.434,1.2,3.3,0.356,3.1,4.6,0.675,1.2,4.3,5.5,4.2,1.9,0.3,3.2,3,16.5,"washington",63,1472.75,14.35,0.2,2.125,2.275,0.05975,-1.725,1,-0.775,0.85
"149","Delon Wright",18,18,36,4.85,9.7,0.497,4.3,7.6,0.5585,0.55,2.1,0.2615,5.2,6.1,0.859,1.35,4.25,5.55,5.1,2.3,1.2,2.3,1.7,15.4,"utah",47.2,1057.2,16,1.47,1.31,2.77,0.1233,0.44,1.4,1.88,1.07
"150","Demetrius Jackson",17,14,30.4666666666667,3.63333333333333,8.43333333333333,0.431333333333333,2.36666666666667,4.93333333333333,0.461333333333333,1.26666666666667,3.5,0.397666666666667,2.13333333333333,2.6,0.807333333333333,0.966666666666667,2.26666666666667,3.2,3.16666666666667,1.03333333333333,0.133333333333333,1.6,2.03333333333333,10.6333333333333,"notre-dame",8.2,43.2,16.38,-0.02,0.04,0.02,0.1456,0.66,0.92,1.58,0
"151","Deng Adel",16.6666666666667,11.6666666666667,25.5,3.76666666666667,8.63333333333333,0.441,2.66666666666667,5.43333333333333,0.498,1.1,3.16666666666667,0.343333333333333,2,2.76666666666667,0.721666666666667,0.7,3.73333333333333,4.43333333333333,2,0.4,0.2,1.66666666666667,1.43333333333333,10.6,"louisville",19,194,2.7,-0.2,0,-0.2,-0.054,-5.9,-1.6,-7.5,-0.3
"152","Denzel Valentine",17.25,13.75,29.675,4.3,9.7,0.43725,2.3,4.95,0.47375,2,4.75,0.388,1.5,1.95,0.73675,1.2,4.8,5.975,4.575,0.8,0.225,2.1,2.15,12.1,"michigan-state",58,1148.75,10.625,-6.93889390390723e-18,1.075,1.075,0.042,-1.875,-0.025,-1.9,0.05
"153","Deonte Burton",16.8571428571429,12.8571428571429,28.8285714285714,4.85714285714286,10.3857142857143,0.47,3.61428571428571,7.15714285714286,0.502714285714286,1.21428571428571,3.21428571428571,0.425714285714286,3.2,4.57142857142857,0.681714285714286,0.614285714285714,2.64285714285714,3.27142857142857,2.85714285714286,1.21428571428571,0.557142857142857,1.87142857142857,2.37142857142857,14.1428571428571,"nevada",35.5,298,5.65,-0.55,0.35,-0.2,-0.02,-5.6,0.05,-5.55,-0.25
"154","DeQuan Jones",12,2.5,14.8,1.95,4.45,0.428,1.9,4.2,0.4465,0.05,0.35,0.1665,0.65,1,0.3385,1,1.6,2.55,0.6,0.45,0.35,0.8,1.05,4.6,"miami-fl",63,803,8.4,-0.3,0.4,0.1,0.007,-3.8,-0.8,-4.5,-0.5
"155","Derrick Jones Jr.",3,0,2.7,0.7,1.3,0.5,0.3,0.3,1,0.3,1,0.333,0,0,NA,0,0,0,0.3,0.7,0,0,1,1.7,"radford",35.5714285714286,697.285714285714,12.8714285714286,0.928571428571429,0.7,1.65714285714286,0.110285714285714,-1.34285714285714,0.6,-0.757142857142857,0.228571428571429
"156","Derrick Walton",15.5,15,32.725,3.375,8.9,0.381,1.575,4.35,0.36075,1.8,4.55,0.403,3.425,4.05,0.84975,0.525,4.375,4.925,3.475,1.1,0,1.825,1.875,11.95,"michigan",17,160.75,9.9,0.25,0.15,0.4,0.114,-2.1,2.325,0.2,0.05
